state_id,state_name,date,day,total_positive,positive_per_100k,positive_increase,positive_increase_per_100k,population_18_plus
FL,Florida,2020-09-24,86,684847,3970.6320942348152,2477,14.3612452086665,17247808
GA,Georgia,2020-09-24,86,311046,3833.6647545547925,1368,16.8607002958757,8113542
HI,Hawaii,2020-09-24,86,11848,1061.6449403407156,167,14.9641040713116,1116004
IA,Iowa,2020-09-24,86,81071,3338.6884021235229,1148,47.2772543281544,2428229
ID,Idaho,2020-09-24,86,38743,2893.7218418002127,396,29.5773133044133,1338864
IL,Illinois,2020-09-24,86,283569,2877.7202554184892,2257,22.9045298198306,9853946
IN,Indiana,2020-09-24,86,114236,2212.0561669711642,899,17.4081593727641,5164245
KS,Kansas,2020-09-24,86,55226,2495.4542661215401,1267,57.2509425845796,2213064
KY,Kentucky,2020-09-24,86,64158,1851.7075434613580,641,18.5003356613163,3464802
LA,Louisiana,2020-09-24,86,164446,4617.7598111179378,577,16.2025674751289,3561164
MA,Massachusetts,2020-09-24,86,128993,2328.5183339251220,481,8.6827759538733,5539703
MD,Maryland,2020-09-24,86,121800,2585.4421774772325,503,10.6771544767738,4710993
ME,Maine,2020-09-24,86,5215,476.0948355350247,44,4.0169075289628,1095370
MI,Michigan,2020-09-24,86,132337,1687.3426288460783,1078,13.7448737231165,7842924
MN,Minnesota,2020-09-24,86,93012,2144.8757343233848,912,21.0309064389856,4336475
MO,Missouri,2020-09-24,86,118311,2481.9571359912630,1365,28.6353043303503,4766843
MS,Mississippi,2020-09-24,86,95310,4184.7305412883754,737,32.3591061686028,2277566
MT,Montana,2020-09-24,86,11242,1338.0306835358669,330,39.2768302407789,840190
NC,North Carolina,2020-09-24,86,198189,2420.6677383174009,1688,20.6171237671100,8187369
ND,North Dakota,2020-09-24,86,19412,3336.0199762498475,467,80.2555805125015,581891
NE,Nebraska,2020-09-24,86,42278,2899.0615318575854,493,33.8056988316805,1458334
NH,New Hampshire,2020-09-24,86,8044,728.3210407276691,37,3.3500594861914,1104458
NJ,New Jersey,2020-09-24,86,201552,2902.6967520650635,564,8.1225736691509,6943612
NM,New Mexico,2020-09-24,86,28224,1741.1571069796193,237,14.6206857410066,1620991
NV,Nevada,2020-09-24,86,77197,3233.3591760812593,390,16.3349622222585,2387517
NY,New York,2020-09-24,86,452847,2935.7491626398307,955,6.1911428149486,15425262
OH,Ohio,2020-09-24,86,147744,1621.5858469483478,991,10.8768652150058,9111081
OK,Oklahoma,2020-09-24,86,81244,2703.8675316575549,1083,36.0431359458561,3004733
OR,Oregon,2020-09-24,86,31865,950.8605190716689,362,10.8021813244608,3351175
PA,Pennsylvania,2020-09-24,86,153397,1508.7176868446687,853,8.3895785894020,10167376
RI,Rhode Island,2020-09-24,86,24311,2843.8375137155999,134,15.6749712820489,854866
SC,South Carolina,2020-09-24,86,142707,3534.5115616449756,1021,25.2877315369219,4037531
SD,South Dakota,2020-09-24,86,20097,3010.5249281710353,463,69.3572693309046,667558
TN,Tennessee,2020-09-24,86,187544,3525.8443920172555,835,15.6980765438212,5319123
TX,Texas,2020-09-24,86,723919,3352.0865901950406,4320,20.0036386248221,21596071
UT,Utah,2020-09-24,86,67119,2950.5788267317984,1198,52.6645723926860,2274774
VA,Virginia,2020-09-24,86,143492,2149.7988440179299,902,13.5137746864227,6674671
VT,Vermont,2020-09-24,86,1727,338.6380749199975,2,0.3921691660915,509984
WA,Washington,2020-09-24,86,83702,1406.3232967597204,509,8.5519886986057,5951832
WI,Wisconsin,2020-09-24,86,114700,2517.6493364446533,2478,54.3917616016552,4555837
WV,West Virginia,2020-09-24,86,14706,1026.5395300785994,202,14.1004341816862,1432580
WY,Wyoming,2020-09-24,86,5305,1192.0678613561036,136,30.5600808943318,445025
AK,Alaska,2020-09-25,87,7320,1327.1400132714001,126,22.8442133431962,551562
AL,Alabama,2020-09-25,87,150658,3949.2209320400464,2452,64.2746467188081,3814879
AR,Arkansas,2020-09-25,87,79946,3449.4438113795488,897,38.7030132690498,2317649
AZ,Arizona,2020-09-25,87,216367,3837.3278193187137,515,9.1336656095853,5638481
CA,California,2020-09-25,87,794040,2593.4118507464110,3400,11.1047306087071,30617582
CO,Colorado,2020-09-25,87,67926,1509.7293595752328,709,15.7582974993204,4499217
CT,Connecticut,2020-09-25,87,56587,1994.0116574290298,115,4.0523678690218,2837847
DC,Delaware,2020-09-25,87,15163,1968.7298751480150,57,7.4007520202755,770192
DE,District of Columbia,2020-09-25,87,20085,3477.4343338856368,138,23.8927527048154,577581
FL,Florida,2020-09-25,87,687656,3986.9182217241750,2809,16.2861274893598,17247808
GA,Georgia,2020-09-25,87,312514,3851.7579621822380,1468,18.0932076274456,8113542
HI,Hawaii,2020-09-25,87,11938,1069.7094275647758,90,8.0644872240601,1116004
IA,Iowa,2020-09-25,87,82045,3378.7999402033334,974,40.1115380798104,2428229
ID,Idaho,2020-09-25,87,39234,2930.3947226902807,491,36.6728808900680,1338864
IL,Illinois,2020-09-25,87,286374,2906.1860091378621,2805,28.4657537193729,9853946
IN,Indiana,2020-09-25,87,115407,2234.7313111597145,1171,22.6751441885503,5164245
KS,Kansas,2020-09-25,87,56592,2557.1786446302502,1366,61.7243785087101,2213064
KY,Kentucky,2020-09-25,87,65066,1877.9139471750478,908,26.2064037136898,3464802
LA,Louisiana,2020-09-25,87,165152,4637.5847896923590,706,19.8249785744212,3561164
MA,Massachusetts,2020-09-25,87,129481,2337.3274704438126,488,8.8091365186906,5539703
MD,Maryland,2020-09-25,87,122359,2597.3080410011223,559,11.8658635238898,4710993
ME,Maine,2020-09-25,87,5235,477.9207025936442,20,1.8258670586195,1095370
MI,Michigan,2020-09-25,87,133377,1700.6029893952817,1040,13.2603605492033,7842924
MN,Minnesota,2020-09-25,87,94189,2172.0175949359791,1177,27.1418606125943,4336475
MO,Missouri,2020-09-25,87,120298,2523.6409086684835,1987,41.6837726772205,4766843
MS,Mississippi,2020-09-25,87,96032,4216.4310496380785,722,31.7005083497031,2277566
MT,Montana,2020-09-25,87,11564,1376.3553481950511,322,38.3246646591842,840190
NC,North Carolina,2020-09-25,87,204331,2495.6857324984375,6142,75.0179941810367,8187369
ND,North Dakota,2020-09-25,87,19843,3410.0888310697364,431,74.0688548198889,581891
NE,Nebraska,2020-09-25,87,42731,2930.1243748002858,453,31.0628429427004,1458334
NH,New Hampshire,2020-09-25,87,8044,728.3210407276691,37,3.3500594861914,1104458
NJ,New Jersey,2020-09-25,87,202100,2910.5888981123945,548,7.8921460473310,6943612
NM,New Mexico,2020-09-25,87,28487,1757.3817498061371,263,16.2246428265179,1620991
NV,Nevada,2020-09-25,87,77753,3256.6469683776074,556,23.2877922963480,2387517
NY,New York,2020-09-25,87,453755,2941.6356104680750,908,5.8864478282443,15425262
OH,Ohio,2020-09-25,87,148894,1634.2078398820074,1150,12.6219929336596,9111081
OK,Oklahoma,2020-09-25,87,82520,2746.3338672687390,1276,42.4663356111841,3004733
OR,Oregon,2020-09-25,87,32314,964.2588047475885,449,13.3982856759196,3351175
PA,Pennsylvania,2020-09-25,87,154203,1516.6450026044085,806,7.9273157597398,10167376
RI,Rhode Island,2020-09-25,87,24181,2828.6304520240599,134,15.6749712820489,854866
SC,South Carolina,2020-09-25,87,143902,3564.1088576162016,1195,29.5972959712260,4037531
SD,South Dakota,2020-09-25,87,20554,3078.9833991952759,457,68.4584710242406,667558
TN,Tennessee,2020-09-25,87,189454,3561.7525671055172,1910,35.9081750882617,5319123
TX,Texas,2020-09-25,87,728552,3373.5395665257815,4633,21.4529763307409,21596071
UT,Utah,2020-09-25,87,68530,3012.6069666700956,1411,62.0281399382972,2274774
VA,Virginia,2020-09-25,87,144433,2163.8969171664042,941,14.0980731484743,6674671
VT,Vermont,2020-09-25,87,1734,340.0106670013177,7,1.3725920813202,509984
WA,Washington,2020-09-25,87,84238,1415.3289272949909,536,9.0056305352705,5951832
WI,Wisconsin,2020-09-25,87,117329,2575.3555274255861,2629,57.7061909809328,4555837
WV,West Virginia,2020-09-25,87,14953,1043.7811500928395,247,17.2416200142400,1432580
WY,Wyoming,2020-09-25,87,5420,1217.9091062299871,115,25.8412448738835,445025
AK,Alaska,2020-09-26,88,7439,1348.7151036510855,119,21.5750903796853,551562
AL,Alabama,2020-09-26,88,151591,3973.6778021006695,933,24.4568700606232,3814879
AR,Arkansas,2020-09-26,88,80755,3484.3498735140653,809,34.9060621345165,2317649
AZ,Arizona,2020-09-26,88,216826,3845.4683096387130,459,8.1404903199993,5638481
CA,California,2020-09-26,88,798237,2607.1196608536886,4197,13.7078101072776,30617582
CO,Colorado,2020-09-26,88,68510,1522.7093958793274,584,12.9800363040947,4499217
CT,Connecticut,2020-09-26,88,56587,1994.0116574290298,115,4.0523678690218,2837847
DC,Delaware,2020-09-26,88,15215,1975.4814383945821,52,6.7515632465671,770192
DE,District of Columbia,2020-09-26,88,20156,3489.7269820163752,71,12.2926481307384,577581
FL,Florida,2020-09-26,88,690387,4002.7521178343358,2731,15.8338961101608,17247808
GA,Georgia,2020-09-26,88,313873,3868.5077368182725,1359,16.7497746360344,8113542
HI,Hawaii,2020-09-26,88,12070,1081.5373421600639,132,11.8279145952882,1116004
IA,Iowa,2020-09-26,88,82944,3415.8228074864438,899,37.0228672831104,2428229
ID,Idaho,2020-09-26,88,39757,2969.4576895039377,523,39.0629668136570,1338864
IL,Illinois,2020-09-26,88,288815,2930.9578112159332,2441,24.7718020780711,9853946
IN,Indiana,2020-09-26,88,116549,2256.8449018201112,1142,22.1135906603966,5164245
KS,Kansas,2020-09-26,88,56592,2557.1786446302502,1366,61.7243785087101,2213064
KY,Kentucky,2020-09-26,88,66036,1905.9097749308619,970,27.9958277558140,3464802
LA,Louisiana,2020-09-26,88,165152,4637.5847896923590,706,19.8249785744212,3561164
MA,Massachusetts,2020-09-26,88,130050,2347.5987792125318,569,10.2713087687192,5539703
MD,Maryland,2020-09-26,88,122972,2610.3201596775881,613,13.0121186764659,4710993
ME,Maine,2020-09-26,88,5260,480.2030364169185,25,2.2823338232743,1095370
MI,Michigan,2020-09-26,88,134373,1713.3023346904802,996,12.6993452951986,7842924
MN,Minnesota,2020-09-26,88,95659,2205.9160954461861,1470,33.8985005102070,4336475
MO,Missouri,2020-09-26,88,122014,2559.6395769694953,1716,35.9986683010118,4766843
MS,Mississippi,2020-09-26,88,96677,4244.7507558507635,645,28.3197062126849,2277566
MT,Montana,2020-09-26,88,11907,1417.1794475059213,343,40.8240993108702,840190
NC,North Carolina,2020-09-26,88,206090,2517.1700457130978,1759,21.4843132146603,8187369
ND,North Dakota,2020-09-26,88,20340,3495.5000163260817,497,85.4111852563453,581891
NE,Nebraska,2020-09-26,88,43162,2959.6786470040471,431,29.5542722037613,1458334
NH,New Hampshire,2020-09-26,88,8121,735.2927861448783,77,6.9717454172092,1104458
NJ,New Jersey,2020-09-26,88,202850,2921.3901928852015,750,10.8012947728070,6943612
NM,New Mexico,2020-09-26,88,28692,1770.0283345188221,205,12.6465847126850,1620991
NV,Nevada,2020-09-26,88,78355,3281.8614485258115,602,25.2144801482042,2387517
NY,New York,2020-09-26,88,454760,2948.1508968859005,1005,6.5152864178255,15425262
OH,Ohio,2020-09-26,88,150009,1646.4456852046426,1115,12.2378453226352,9111081
OK,Oklahoma,2020-09-26,88,83510,2779.2818862774163,990,32.9480190086773,3004733
OR,Oregon,2020-09-26,88,32581,972.2261594813759,267,7.9673547337874,3351175
PA,Pennsylvania,2020-09-26,88,155232,1526.7656079602053,1029,10.1206053557968,10167376
RI,Rhode Island,2020-09-26,88,24284,2840.6791239796646,103,12.0486719556047,854866
SC,South Carolina,2020-09-26,88,145273,3598.0652532451144,1371,33.9563956289128,4037531
SD,South Dakota,2020-09-26,88,21133,3165.7174357883510,579,86.7340365930751,667558
TN,Tennessee,2020-09-26,88,190891,3588.7682988342251,1437,27.0157317287079,5319123
TX,Texas,2020-09-26,88,733438,3396.1640522482076,4886,22.6244857224261,21596071
UT,Utah,2020-09-26,88,69547,3057.3147046695628,1017,44.7077379994672,2274774
VA,Virginia,2020-09-26,88,145408,2178.5043787176926,975,14.6074615512884,6674671
VT,Vermont,2020-09-26,88,1744,341.9715128317751,10,1.9608458304574,509984
WA,Washington,2020-09-26,88,85226,1431.9288582070193,988,16.5999309120284,5951832
WI,Wisconsin,2020-09-26,88,120231,2639.0540311253454,2902,63.6985036997592,4555837
WV,West Virginia,2020-09-26,88,15158,1058.0909966633626,205,14.3098465705231,1432580
WY,Wyoming,2020-09-26,88,5465,1228.0208977023763,45,10.1117914723892,445025
AK,Alaska,2020-09-27,89,7549,1368.6584645062568,110,19.9433608551713,551562
AL,Alabama,2020-09-27,89,152321,3992.8134024696458,730,19.1356003689763,3814879
AR,Arkansas,2020-09-27,89,81242,3505.3625462699486,487,21.0126727558832,2317649
AZ,Arizona,2020-09-27,89,217237,3852.7575068533529,411,7.2891972146399,5638481
CA,California,2020-09-27,89,802308,2620.4159427089964,4071,13.2962818553078,30617582
CO,Colorado,2020-09-27,89,69079,1535.3560408399950,569,12.6466449606676,4499217
CT,Connecticut,2020-09-27,89,56587,1994.0116574290298,115,4.0523678690218,2837847
DC,Delaware,2020-09-27,89,15250,1980.0257598105407,35,4.5443214159586,770192
DE,District of Columbia,2020-09-27,89,20260,3507.7331144895694,104,18.0061324731942,577581
FL,Florida,2020-09-27,89,692234,4013.4607249802410,1847,10.7086071459051,17247808
GA,Georgia,2020-09-27,89,314685,3878.5156963506197,812,10.0079595323473,8113542
HI,Hawaii,2020-09-27,89,12197,1092.9172296873488,127,11.3798875272848,1116004
IA,Iowa,2020-09-27,89,83636,3444.3209433706623,692,28.4981358842185,2428229
ID,Idaho,2020-09-27,89,40296,3009.7156992793891,539,40.2580097754514,1338864
IL,Illinois,2020-09-27,89,290419,2947.2355541627689,1604,16.2777429468357,9853946
IN,Indiana,2020-09-27,89,117450,2274.2917890224031,901,17.4468872022919,5164245
KS,Kansas,2020-09-27,89,56592,2557.1786446302502,1366,61.7243785087101,2213064
KY,Kentucky,2020-09-27,89,66491,1919.0418384658055,455,13.1320635349437,3464802
LA,Louisiana,2020-09-27,89,166075,4663.5032815113261,923,25.9184918189671,3561164
MA,Massachusetts,2020-09-27,89,130642,2358.2852726942221,592,10.6864934816903,5539703
MD,Maryland,2020-09-27,89,123403,2619.4689739509271,431,9.1488142733390,4710993
ME,Maine,2020-09-27,89,5288,482.7592502989857,28,2.5562138820672,1095370
MI,Michigan,2020-09-27,89,134373,1713.3023346904802,996,12.6993452951986,7842924
MN,Minnesota,2020-09-27,89,96734,2230.7058152070518,1075,24.7897197608657,4336475
MO,Missouri,2020-09-27,89,123406,2588.8412939129734,1392,29.2017169434781,4766843
MS,Mississippi,2020-09-27,89,96859,4252.7417427200792,182,7.9909868693158,2277566
MT,Montana,2020-09-27,89,12107,1440.9835870457873,200,23.8041395398660,840190
NC,North Carolina,2020-09-27,89,207380,2532.9260229995741,1290,15.7559772864763,8187369
ND,North Dakota,2020-09-27,89,20681,3554.1020569144393,341,58.6020405883576,581891
NE,Nebraska,2020-09-27,89,43596,2989.4386333994819,434,29.7599863954348,1458334
NH,New Hampshire,2020-09-27,89,8172,739.9104357069259,51,4.6176495620476,1104458
NJ,New Jersey,2020-09-27,89,203548,2931.4425978870939,698,10.0524050018924,6943612
NM,New Mexico,2020-09-27,89,28844,1779.4053144033496,152,9.3769798845274,1620991
NV,Nevada,2020-09-27,89,78728,3297.4843739332537,373,15.6229254074421,2387517
NY,New York,2020-09-27,89,455626,2953.7650640877283,866,5.6141672018278,15425262
OH,Ohio,2020-09-27,89,150809,1655.2262020280579,800,8.7805168234154,9111081
OK,Oklahoma,2020-09-27,89,83510,2779.2818862774163,990,32.9480190086773,3004733
OR,Oregon,2020-09-27,89,32820,979.3579863779122,239,7.1318268965363,3351175
PA,Pennsylvania,2020-09-27,89,156150,1535.7944862076508,918,9.0288782474456,10167376
RI,Rhode Island,2020-09-27,89,24398,2854.0145473091689,114,13.3354233295043,854866
SC,South Carolina,2020-09-27,89,145887,3613.2725668236355,614,15.2073135785211,4037531
SD,South Dakota,2020-09-27,89,21541,3226.8357206415023,408,61.1182848531513,667558
TN,Tennessee,2020-09-27,89,192995,3628.3236917063208,2104,39.5553928720956,5319123
TX,Texas,2020-09-27,89,735132,3404.0080716534040,1694,7.8440194051964,21596071
UT,Utah,2020-09-27,89,70615,3104.2644236306552,1068,46.9497189610924,2274774
VA,Virginia,2020-09-27,89,146144,2189.5311394374344,736,11.0267607197418,6674671
VT,Vermont,2020-09-27,89,1746,342.3636819978666,2,0.3921691660915,509984
WA,Washington,2020-09-27,89,85830,1442.0769941087047,604,10.1481359016854,5951832
WI,Wisconsin,2020-09-27,89,122478,2688.3753742726090,2247,49.3213431472636,4555837
WV,West Virginia,2020-09-27,89,15348,1071.3537812897011,190,13.2627846263385,1432580
WY,Wyoming,2020-09-27,89,5633,1265.7715858659626,168,37.7506881635863,445025
AK,Alaska,2020-09-28,90,7663,1389.3270384834343,114,20.6685739771775,551562
AL,Alabama,2020-09-28,90,152983,4010.1665085576764,662,17.3531060880306,3814879
AR,Arkansas,2020-09-28,90,82049,3540.1823140604984,807,34.8197677905498,2317649
AZ,Arizona,2020-09-28,90,217510,3857.5992363900845,273,4.8417295367316,5638481
CA,California,2020-09-28,90,805263,2630.0672600468580,2955,9.6513173378616,30617582
CO,Colorado,2020-09-28,90,69490,1544.4909636498973,411,9.1349228099023,4499217
CT,Connecticut,2020-09-28,90,57147,2013.7449270520927,560,19.7332696230628,2837847
DC,Delaware,2020-09-28,90,15264,1981.8434883769242,14,1.8177285663834,770192
DE,District of Columbia,2020-09-28,90,20389,3530.0676441918969,129,22.3345297023275,577581
FL,Florida,2020-09-28,90,692962,4017.6815511860985,728,4.2208262058576,17247808
GA,Georgia,2020-09-28,90,315281,3885.8614400467761,596,7.3457436961564,8113542
HI,Hawaii,2020-09-28,90,12295,1101.6985602202143,98,8.7813305328655,1116004
IA,Iowa,2020-09-28,90,84002,3459.3936568585582,366,15.0727134878959,2428229
ID,Idaho,2020-09-28,90,40501,3025.0271872273808,205,15.3114879479917,1338864
IL,Illinois,2020-09-28,90,292128,2964.5788600830571,1709,17.3433059202882,9853946
IN,Indiana,2020-09-28,90,118322,2291.1771226965413,872,16.8853336741382,5164245
KS,Kansas,2020-09-28,90,58629,2649.2229777358450,2037,92.0443331055948,2213064
KY,Kentucky,2020-09-28,90,66939,1931.9718702540578,448,12.9300317882523,3464802
LA,Louisiana,2020-09-28,90,166315,4670.2426509983814,240,6.7393694870554,3561164
MA,Massachusetts,2020-09-28,90,131072,2366.0474216758552,430,7.7621489816331,5539703
MD,Maryland,2020-09-28,90,123880,2629.5942277986828,477,10.1252538477557,4710993
ME,Maine,2020-09-28,90,5300,483.8547705341574,12,1.0955202351717,1095370
MI,Michigan,2020-09-28,90,135702,1730.2475454307603,1329,16.9452107402800,7842924
MN,Minnesota,2020-09-28,90,97638,2251.5522400106077,904,20.8464248035559,4336475
MO,Missouri,2020-09-28,90,124686,2615.6934474242177,1280,26.8521535112442,4766843
MS,Mississippi,2020-09-28,90,97049,4261.0839817594748,190,8.3422390393956,2277566
MT,Montana,2020-09-28,90,12413,1477.4039205417822,306,36.4203334959950,840190
NC,North Carolina,2020-09-28,90,208248,2543.5277193442729,868,10.6016963446988,8187369
ND,North Dakota,2020-09-28,90,20940,3598.6121112029573,259,44.5100542885180,581891
NE,Nebraska,2020-09-28,90,44063,3021.4614759033253,467,32.0228425038434,1458334
NH,New Hampshire,2020-09-28,90,8208,743.1699530448419,36,3.2595173379160,1104458
NJ,New Jersey,2020-09-28,90,204107,2939.4931629244261,559,8.0505650373322,6943612
NM,New Mexico,2020-09-28,90,28985,1788.1036970593914,141,8.6983826560419,1620991
NV,Nevada,2020-09-28,90,79191,3316.8769060073708,463,19.3925320741172,2387517
NY,New York,2020-09-28,90,456460,2959.1717793837148,834,5.4067152959865,15425262
OH,Ohio,2020-09-28,90,151802,1666.1250185351222,993,10.8988165070643,9111081
OK,Oklahoma,2020-09-28,90,85194,2835.3267994194492,1684,56.0449131420329,3004733
OR,Oregon,2020-09-28,90,32994,984.5501950808299,174,5.1922087029176,3351175
PA,Pennsylvania,2020-09-28,90,156826,1542.4432026513035,676,6.6487164436527,10167376
RI,Rhode Island,2020-09-28,90,24424,2857.0559596474769,26,3.0414123383080,854866
SC,South Carolina,2020-09-28,90,146455,3627.3405702643521,568,14.0680034407166,4037531
SD,South Dakota,2020-09-28,90,21738,3256.3462650436367,197,29.5105444021343,667558
TN,Tennessee,2020-09-28,90,193732,3642.1793592665558,737,13.8556675602350,5319123
TX,Texas,2020-09-28,90,739743,3425.3591776022592,4611,21.3511059488552,21596071
UT,Utah,2020-09-28,90,71442,3140.6196835377932,827,36.3552599071380,2274774
VA,Virginia,2020-09-28,90,146593,2196.2580627569509,449,6.7269233195164,6674671
VT,Vermont,2020-09-28,90,1749,342.9519357470038,3,0.5882537491372,509984
WA,Washington,2020-09-28,90,86269,1449.4528743418833,439,7.3758802331786,5951832
WI,Wisconsin,2020-09-28,90,124217,2726.5461867928989,1739,38.1708125202899,4555837
WV,West Virginia,2020-09-28,90,15512,1082.8016585461196,164,11.4478772564185,1432580
WY,Wyoming,2020-09-28,90,5754,1292.9610696028313,121,27.1894837368687,445025
AK,Alaska,2020-09-29,91,7785,1411.4460387046243,122,22.1190002211900,551562
AL,Alabama,2020-09-29,91,153554,4025.1342178873825,571,14.9677093297061,3814879
AR,Arkansas,2020-09-29,91,82755,3570.6442174807316,706,30.4619034202332,2317649
AZ,Arizona,2020-09-29,91,218184,3869.5528104111728,674,11.9535740210883,5638481
CA,California,2020-09-29,91,807425,2637.1285622751006,2162,7.0613022282426,30617582
CO,Colorado,2020-09-29,91,70025,1556.3819215654635,535,11.8909579155662,4499217
CT,Connecticut,2020-09-29,91,57329,2020.1582396795881,182,6.4133126274954,2837847
DC,Delaware,2020-09-29,91,15300,1986.5176475476245,36,4.6741591707003,770192
DE,District of Columbia,2020-09-29,91,20531,3554.6529404533736,142,24.5852962614767,577581
FL,Florida,2020-09-29,91,696171,4036.2868139534021,3209,18.6052627673035,17247808
GA,Georgia,2020-09-29,91,316306,3898.4946401953672,1025,12.6332001485911,8113542
HI,Hawaii,2020-09-29,91,12382,1109.4942312034724,87,7.7956709832581,1116004
IA,Iowa,2020-09-29,91,84476,3478.9140562937021,474,19.5203994351439,2428229
ID,Idaho,2020-09-29,91,40923,3056.5464453447101,422,31.5192581173293,1338864
IL,Illinois,2020-09-29,91,293490,2978.4007340815547,1362,13.8218739984977,9853946
IN,Indiana,2020-09-29,91,119066,2305.5838752808978,744,14.4067525843565,5164245
KS,Kansas,2020-09-29,91,58629,2649.2229777358450,2037,92.0443331055948,2213064
KY,Kentucky,2020-09-29,91,67856,1958.4380290706366,917,26.4661588165788,3464802
LA,Louisiana,2020-09-29,91,166848,4685.2096674008835,533,14.9670164025021,3561164
MA,Massachusetts,2020-09-29,91,131584,2375.2897944167765,512,9.2423727409213,5539703
MD,Maryland,2020-09-29,91,124311,2638.7430420720218,431,9.1488142733390,4710993
ME,Maine,2020-09-29,91,5337,487.2326245926034,37,3.3778540584460,1095370
MI,Michigan,2020-09-29,91,136820,1744.5024330211538,1118,14.2548875903936,7842924
MN,Minnesota,2020-09-29,91,98447,2270.2079453934359,809,18.6557053828282,4336475
MO,Missouri,2020-09-29,91,124762,2617.2877940389478,76,1.5943466147301,4766843
MS,Mississippi,2020-09-29,91,97638,4286.9449227816011,589,25.8609410221263,2277566
MT,Montana,2020-09-29,91,12724,1514.4193575262738,311,37.0154369844916,840190
NC,North Carolina,2020-09-29,91,209137,2554.3859083424724,889,10.8581889981995,8187369
ND,North Dakota,2020-09-29,91,21359,3670.6187241253087,419,72.0066129223514,581891
NE,Nebraska,2020-09-29,91,44578,3056.7757454739449,515,35.3142695706196,1458334
NH,New Hampshire,2020-09-29,91,8233,745.4335067517280,25,2.2635537068861,1104458
NJ,New Jersey,2020-09-29,91,204563,2946.0603501462927,456,6.5671872218667,6943612
NM,New Mexico,2020-09-29,91,29157,1798.7144900866199,172,10.6107930272284,1620991
NV,Nevada,2020-09-29,91,79595,3333.7982514888899,404,16.9213454815191,2387517
NY,New York,2020-09-29,91,457649,2966.8799142601273,1189,7.7081348764125,15425262
OH,Ohio,2020-09-29,91,152907,1678.2531073974647,1105,12.1280888623425,9111081
OK,Oklahoma,2020-09-29,91,86219,2869.4396473829788,1025,34.1128479635295,3004733
OR,Oregon,2020-09-29,91,33291,993.4127582116720,297,8.8625631308422,3351175
PA,Pennsylvania,2020-09-29,91,157814,1552.1605574535652,988,9.7173548022617,10167376
RI,Rhode Island,2020-09-29,91,24556,2872.4969761342713,132,15.4410164867944,854866
SC,South Carolina,2020-09-29,91,147634,3656.5415844485157,1179,29.2010141841635,4037531
SD,South Dakota,2020-09-29,91,21997,3295.1443919479656,259,38.7981269043289,667558
TN,Tennessee,2020-09-29,91,194611,3658.7046398438239,879,16.5252805772681,5319123
TX,Texas,2020-09-29,91,743284,3441.7556786139479,3541,16.3965010116887,21596071
UT,Utah,2020-09-29,91,72136,3171.1282087803008,694,30.5085252425076,2274774
VA,Virginia,2020-09-29,91,147516,2210.0864596921706,923,13.8283969352197,6674671
VT,Vermont,2020-09-29,91,1753,343.7362740791868,4,0.7843383321830,509984
WA,Washington,2020-09-29,91,86638,1455.6526461096348,369,6.1997717677515,5951832
WI,Wisconsin,2020-09-29,91,126664,2780.2575026279474,2447,53.7113158350485,4555837
WV,West Virginia,2020-09-29,91,15692,1095.3664018763350,180,12.5647433302154,1432580
WY,Wyoming,2020-09-29,91,5821,1308.0164035728330,67,15.0553339700017,445025
AK,Alaska,2020-09-30,92,7889,1430.3015798767863,104,18.8555411721620,551562
AL,Alabama,2020-09-30,92,154701,4055.2007023027467,1147,30.0664844153642,3814879
AR,Arkansas,2020-09-30,92,83697,3611.2888534890313,942,40.6446360082998,2317649
AZ,Arizona,2020-09-30,92,218507,3875.2813035993205,323,5.7284931881477,5638481
CA,California,2020-09-30,92,810625,2647.5800734362367,3200,10.4515111611361,30617582
CO,Colorado,2020-09-30,92,70536,1567.7394533315464,511,11.3575317660829,4499217
CT,Connecticut,2020-09-30,92,57550,2027.9458335844040,221,7.7875939048159,2837847
DC,Delaware,2020-09-30,92,15326,1989.8934291709080,26,3.3757816232835,770192
DE,District of Columbia,2020-09-30,92,20613,3568.8500833649306,82,14.1971429115570,577581
FL,Florida,2020-09-30,92,698051,4047.1867497597376,1880,10.8999358063355,17247808
GA,Georgia,2020-09-30,92,318026,3919.6937662983688,1720,21.1991261030016,8113542
HI,Hawaii,2020-09-30,92,12469,1117.2899021867305,87,7.7956709832581,1116004
IA,Iowa,2020-09-30,92,85596,3525.0382068577552,1120,46.1241505640531,2428229
ID,Idaho,2020-09-30,92,41434,3094.7131299370212,511,38.1666845923111,1338864
IL,Illinois,2020-09-30,92,295763,3001.4676354021019,2273,23.0669013205471,9853946
IN,Indiana,2020-09-30,92,120019,2324.0376860509135,953,18.4538107700158,5164245
KS,Kansas,2020-09-30,92,59749,2699.8315457664125,1120,50.6085680305676,2213064
KY,Kentucky,2020-09-30,92,68840,1986.8379203198336,984,28.3998912491969,3464802
LA,Louisiana,2020-09-30,92,167458,4702.3388981804826,610,17.1292307795990,3561164
MA,Massachusetts,2020-09-30,92,132116,2384.8931973428900,532,9.6034029261135,5539703
MD,Maryland,2020-09-30,92,124725,2647.5309982417720,414,8.7879561697502,4710993
ME,Maine,2020-09-30,92,5391,492.1624656508760,54,4.9298410582725,1095370
MI,Michigan,2020-09-30,92,138014,1759.7263469593738,1194,15.2239139382200,7842924
