state_id,state_name,date,day,total_positive,positive_per_100k,positive_increase,positive_increase_per_100k,population_18_plus
VT,Vermont,2020-08-09,40,1458,285.8913220806927,5,0.9804229152287,509984
WA,Washington,2020-08-09,40,64918,1090.7229908371070,195,3.2763021536898,5951832
WI,Wisconsin,2020-08-09,40,64835,1423.1193960626774,622,13.6528150590111,4555837
WV,West Virginia,2020-08-09,40,7694,537.0729732370967,131,9.1443409792123,1432580
WY,Wyoming,2020-08-09,40,3050,685.3547553508230,37,8.3141396550756,445025
AK,Alaska,2020-08-10,41,3786,686.4142199788963,68,12.3286230741059,551562
AL,Alabama,2020-08-10,41,103020,2700.4788356327946,1686,44.1953729069782,3814879
AR,Arkansas,2020-08-10,41,50028,2158.5667199821888,645,27.8299259292499,2317649
AZ,Arizona,2020-08-10,41,187523,3325.7716040898249,600,10.6411638169926,5638481
CA,California,2020-08-10,41,561911,1835.2559650203599,7751,25.3155196906144,30617582
CO,Colorado,2020-08-10,41,51039,1134.3973851450152,379,8.4236879439245,4499217
CT,Connecticut,2020-08-10,41,50567,1781.8790089811043,247,8.7037814230295,2837847
DC,Delaware,2020-08-10,41,12807,1662.8321249766292,54,7.0112387560504,770192
DE,District of Columbia,2020-08-10,41,15634,2706.8064912107566,59,10.2150174607544,577581
FL,Florida,2020-08-10,41,529256,3068.5406516584600,4150,24.0610285086661,17247808
GA,Georgia,2020-08-10,41,219025,2699.4991829708899,2429,29.9376030838319,8113542
HI,Hawaii,2020-08-10,41,3498,313.4397367751370,152,13.6200228673016,1116004
IA,Iowa,2020-08-10,41,49071,2020.8555288648641,282,11.6134021955919,2428229
ID,Idaho,2020-08-10,41,24671,1842.6815569019706,176,13.1454725797392,1338864
IL,Illinois,2020-08-10,41,196699,1996.1444887154851,1319,13.3855005903219,9853946
IN,Indiana,2020-08-10,41,74992,1452.1386959758881,664,12.8576394032429,5164245
KS,Kansas,2020-08-10,41,31730,1433.7588067945617,1092,49.3433538298034,2213064
KY,Kentucky,2020-08-10,41,35254,1017.4895996942971,272,7.8503764428674,3464802
LA,Louisiana,2020-08-10,41,131961,3705.5580703387993,562,15.7813568821880,3561164
MA,Massachusetts,2020-08-10,41,121315,2189.9188458298216,275,4.9641650463933,5539703
MD,Maryland,2020-08-10,41,96258,2043.2634903087311,755,16.0263451887957,4710993
ME,Maine,2020-08-10,41,4049,369.6467860175101,7,0.6390534705168,1095370
MI,Michigan,2020-08-10,41,97306,1240.6852342315188,580,7.3952010755172,7842924
MN,Minnesota,2020-08-10,41,61516,1418.5715356366634,618,14.2512063369442,4336475
MO,Missouri,2020-08-10,41,59954,1257.7296965727631,2575,54.0189806964484,4766843
MS,Mississippi,2020-08-10,41,67649,2970.2322567161610,476,20.8995041197489,2277566
MT,Montana,2020-08-10,41,5017,597.1268403575382,65,7.7363453504564,840190
NC,North Carolina,2020-08-10,41,136844,1671.4038416981084,626,7.6459238614993,8187369
ND,North Dakota,2020-08-10,41,7699,1323.1000307617750,117,20.1068585009907,581891
NE,Nebraska,2020-08-10,41,28432,1949.6219658871013,187,12.8228512809823,1458334
NH,New Hampshire,2020-08-10,41,6840,619.3082942040349,9,0.8148793344790,1104458
NJ,New Jersey,2020-08-10,41,185031,2664.7658308096708,258,3.7156454018456,6943612
NM,New Mexico,2020-08-10,41,22444,1384.5851087390368,129,7.9580947704213,1620991
NV,Nevada,2020-08-10,41,56972,2386.2447890423398,742,31.0783127408098,2387517
NY,New York,2020-08-10,41,421336,2731.4673812347563,476,3.0858470993880,15425262
OH,Ohio,2020-08-10,41,101731,1116.5634462035844,883,9.6914954438447,9111081
OK,Oklahoma,2020-08-10,41,43963,1463.1250097762430,397,13.2124884307524,3004733
OR,Oregon,2020-08-10,41,21488,641.2079345304259,216,6.4455004587943,3351175
PA,Pennsylvania,2020-08-10,41,119453,1174.8655700349825,601,5.9110629920640,10167376
RI,Rhode Island,2020-08-10,41,19934,2331.8274443012121,28,3.2753671335625,854866
SC,South Carolina,2020-08-10,41,101159,2505.4668310905848,724,17.9317508645754,4037531
SD,South Dakota,2020-08-10,41,9663,1447.5146728823563,58,8.6883836310852,667558
TN,Tennessee,2020-08-10,41,123914,2329.5945591030702,1202,22.5977101864349,5319123
TX,Texas,2020-08-10,41,490817,2272.7143284535414,4455,20.6287523318478,21596071
UT,Utah,2020-08-10,41,44390,1951.4026448341681,263,11.5615880962241,2274774
VA,Virginia,2020-08-10,41,100749,1509.4227116212919,663,9.9330738548761,6674671
VT,Vermont,2020-08-10,41,1461,286.4795758298300,3,0.5882537491372,509984
WA,Washington,2020-08-10,41,65721,1104.2146350905066,803,13.4916442533996,5951832
WI,Wisconsin,2020-08-10,41,65356,1434.5552749143571,521,11.4358788516797,4555837
WV,West Virginia,2020-08-10,41,7754,541.2612210138352,60,4.1882477767385,1432580
WY,Wyoming,2020-08-10,41,3042,683.5571035335094,37,8.3141396550756,445025
AK,Alaska,2020-08-11,42,3835,695.2980807234726,49,8.8838607445763,551562
AL,Alabama,2020-08-11,42,103851,2722.2619642719992,831,21.7831286392045,3814879
AR,Arkansas,2020-08-11,42,50411,2175.0920868518054,383,16.5253668696166,2317649
AZ,Arizona,2020-08-11,42,188737,3347.3022255462065,1214,21.5306214563816,5638481
CA,California,2020-08-11,42,574411,1876.0821804935478,12500,40.8262154731879,30617582
CO,Colorado,2020-08-11,42,51441,1143.3322731488612,402,8.9348880038460,4499217
CT,Connecticut,2020-08-11,42,50684,1786.0018528130657,117,4.1228438319613,2837847
DC,Delaware,2020-08-11,42,12896,1674.3876851486383,89,11.5555601720091,770192
DE,District of Columbia,2020-08-11,42,15699,2718.0603240065030,65,11.2538327957464,577581
FL,Florida,2020-08-11,42,535018,3101.9477953372394,5762,33.4071436787794,17247808
GA,Georgia,2020-08-11,42,222588,2743.4134191947241,3563,43.9142362238342,8113542
HI,Hawaii,2020-08-11,42,3638,325.9844946792305,140,12.5447579040935,1116004
IA,Iowa,2020-08-11,42,49329,2031.4805564055120,258,10.6250275406479,2428229
ID,Idaho,2020-08-11,42,25100,1874.7236463150850,429,32.0420894131144,1338864
IL,Illinois,2020-08-11,42,198248,2011.8640796286077,1549,15.7195909131225,9853946
IN,Indiana,2020-08-11,42,75862,1468.9853018204984,870,16.8466058446104,5164245
KS,Kansas,2020-08-11,42,31730,1433.7588067945617,1092,49.3433538298034,2213064
KY,Kentucky,2020-08-11,42,35793,1033.0460441895381,539,15.5564444952410,3464802
LA,Louisiana,2020-08-11,42,133125,3738.2440123510178,1164,32.6859420122185,3561164
MA,Massachusetts,2020-08-11,42,121707,2196.9950374595894,392,7.0761916297679,5539703
MD,Maryland,2020-08-11,42,96843,2055.6812544616390,585,12.4177641529079,4710993
ME,Maine,2020-08-11,42,4050,369.7380793704410,1,0.0912933529310,1095370
MI,Michigan,2020-08-11,42,98213,1252.2497986720259,907,11.5645644405071,7842924
MN,Minnesota,2020-08-11,42,61839,1426.0199816671375,323,7.4484460304741,4336475
MO,Missouri,2020-08-11,42,60935,1278.3093548497402,981,20.5796582769770,4766843
MS,Mississippi,2020-08-11,42,68293,2998.5080564075860,644,28.2757996914250,2277566
MT,Montana,2020-08-11,42,5104,607.4816410573799,87,10.3548006998417,840190
NC,North Carolina,2020-08-11,42,137895,1684.2406883090282,1051,12.8368466109198,8187369
ND,North Dakota,2020-08-11,42,7868,1352.1432708187616,169,29.0432400569866,581891
NE,Nebraska,2020-08-11,42,28696,1967.7248147543704,264,18.1028488672691,1458334
NH,New Hampshire,2020-08-11,42,6861,621.2096793178192,21,1.9013851137843,1104458
NJ,New Jersey,2020-08-11,42,185475,2671.1601973151726,444,6.3943665055017,6943612
NM,New Mexico,2020-08-11,42,22643,1396.8615495089115,199,12.2764407698747,1620991
NV,Nevada,2020-08-11,42,57520,2409.1975051905390,548,22.9527161481992,2387517
NY,New York,2020-08-11,42,422003,2735.7914568971341,667,4.3240756623777,15425262
OH,Ohio,2020-08-11,42,102826,1128.5817786056342,1095,12.0183324020498,9111081
OK,Oklahoma,2020-08-11,42,44728,1488.5848426465846,765,25.4598328703416,3004733
OR,Oregon,2020-08-11,42,21774,649.7422545823480,286,8.5343200519221,3351175
PA,Pennsylvania,2020-08-11,42,120281,1183.0092641405216,828,8.1436941055391,10167376
RI,Rhode Island,2020-08-11,42,20053,2345.7477546188525,119,13.9203103176404,854866
SC,South Carolina,2020-08-11,42,102130,2529.5161820429366,971,24.0493509523518,4037531
SD,South Dakota,2020-08-11,42,9713,1455.0046587712229,50,7.4899858888666,667558
TN,Tennessee,2020-08-11,42,124915,2348.4134508639864,1001,18.8188917609162,5319123
TX,Texas,2020-08-11,42,500620,2318.1068445274143,9803,45.3925160738729,21596071
UT,Utah,2020-08-11,42,44752,1967.3163136206058,362,15.9136687864377,2274774
VA,Virginia,2020-08-11,42,101745,1524.3447954213773,996,14.9220838000854,6674671
VT,Vermont,2020-08-11,42,1473,288.8325908263789,12,2.3530149965489,509984
WA,Washington,2020-08-11,42,66404,1115.6900934031740,683,11.4754583126674,5951832
WI,Wisconsin,2020-08-11,42,66123,1451.3908201720123,767,16.8355452576552,4555837
WV,West Virginia,2020-08-11,42,7875,549.7075206969244,121,8.4462996830893,1432580
WY,Wyoming,2020-08-11,42,3073,690.5230043255997,31,6.9659007920903,445025
AK,Alaska,2020-08-12,43,3896,706.3575808340676,61,11.0595001105950,551562
AL,Alabama,2020-08-12,43,104786,2746.7712606350031,935,24.5092963630039,3814879
AR,Arkansas,2020-08-12,43,51114,2205.4245487560886,703,30.3324619042832,2317649
AZ,Arizona,2020-08-12,43,189443,3359.8233283042011,706,12.5211027579946,5638481
CA,California,2020-08-12,43,586056,1914.1158828283697,11645,38.0337023348219,30617582
CO,Colorado,2020-08-12,43,51756,1150.3334913608301,315,7.0012182119689,4499217
CT,Connecticut,2020-08-12,43,50706,1786.7770884054003,22,0.7752355923346,2837847
DC,Delaware,2020-08-12,43,12959,1682.5674636973638,63,8.1797785487255,770192
DE,District of Columbia,2020-08-12,43,15699,2718.0603240065030,65,11.2538327957464,577581
FL,Florida,2020-08-12,43,543113,3148.8812955246255,8095,46.9335001873861,17247808
GA,Georgia,2020-08-12,43,226153,2787.3523055651897,3565,43.9388863704656,8113542
HI,Hawaii,2020-08-12,43,3958,354.6582270314443,320,28.6737323522138,1116004
IA,Iowa,2020-08-12,43,49806,2051.1245026725239,477,19.6439462670119,2428229
ID,Idaho,2020-08-12,43,25595,1911.6952879456016,495,36.9716416305166,1338864
IL,Illinois,2020-08-12,43,199893,2028.5578995460296,1645,16.6938199174219,9853946
IN,Indiana,2020-08-12,43,76522,1481.7654855646856,660,12.7801837441872,5164245
KS,Kansas,2020-08-12,43,32547,1470.6759497240026,817,36.9171429294408,2213064
KY,Kentucky,2020-08-12,43,36945,1066.2946973593296,1152,33.2486531697915,3464802
LA,Louisiana,2020-08-12,43,134304,3771.3511649561772,1179,33.1071526051594,3561164
MA,Massachusetts,2020-08-12,43,122000,2202.2841296726557,293,5.2890922130663,5539703
MD,Maryland,2020-08-12,43,97384,2067.1650329346700,541,11.4837784730311,4710993
ME,Maine,2020-08-12,43,4070,371.5639464290605,20,1.8258670586195,1095370
MI,Michigan,2020-08-12,43,98689,1258.3189636926228,476,6.0691650205969,7842924
MN,Minnesota,2020-08-12,43,62303,1436.7199165220600,464,10.6999348549225,4336475
MO,Missouri,2020-08-12,43,62530,1311.7696555141422,1595,33.4603006644020,4766843
MS,Mississippi,2020-08-12,43,69374,3045.9710058896208,1081,47.4629494820348,2277566
MT,Montana,2020-08-12,43,5268,627.0010354800700,164,19.5193944226901,840190
NC,North Carolina,2020-08-12,43,139061,1698.4821375462618,1166,14.2414492372336,8187369
ND,North Dakota,2020-08-12,43,7955,1367.0945245759085,87,14.9512537571470,581891
NE,Nebraska,2020-08-12,43,29030,1990.6276614273548,334,22.9028466729844,1458334
NH,New Hampshire,2020-08-12,43,6887,623.5637751729808,26,2.3540958551615,1104458
NJ,New Jersey,2020-08-12,43,185938,2677.8281966215854,463,6.6679993064129,6943612
NM,New Mexico,2020-08-12,43,22816,1407.5340331932750,173,10.6724836843635,1620991
NV,Nevada,2020-08-12,43,58048,2431.3125309683659,528,22.1150257778269,2387517
NY,New York,2020-08-12,43,422703,2740.3294673374105,700,4.5380104402765,15425262
OH,Ohio,2020-08-12,43,104248,1144.1891472592550,1422,15.6073686536208,9111081
OK,Oklahoma,2020-08-12,43,45398,1510.8829969251844,670,22.2981542785998,3004733
OR,Oregon,2020-08-12,43,22022,657.1426439980007,248,7.4003894156527,3351175
PA,Pennsylvania,2020-08-12,43,121130,1191.3595012125056,849,8.3502370719840,10167376
RI,Rhode Island,2020-08-12,43,20129,2354.6380368385221,76,8.8902822196695,854866
SC,South Carolina,2020-08-12,43,102974,2550.4200463104803,844,20.9038642675437,4037531
SD,South Dakota,2020-08-12,43,9815,1470.2842299845107,102,15.2795712132878,667558
TN,Tennessee,2020-08-12,43,126393,2376.1999863511334,1478,27.7865354871470,5319123
TX,Texas,2020-08-12,43,506820,2346.8157703315571,6200,28.7089258041428,21596071
UT,Utah,2020-08-12,43,45090,1982.1749325427493,338,14.8586189221435,2274774
VA,Virginia,2020-08-12,43,102521,1535.9708366150182,776,11.6260411936409,6674671
VT,Vermont,2020-08-12,43,1478,289.8130137416076,5,0.9804229152287,509984
WA,Washington,2020-08-12,43,67005,1125.7878246563411,601,10.0977312531671,5951832
WI,Wisconsin,2020-08-12,43,66654,1463.0461976580813,531,11.6553774860690,4555837
WV,West Virginia,2020-08-12,43,8008,558.9914699353614,133,9.2839492384369,1432580
WY,Wyoming,2020-08-12,43,3086,693.4441885287343,13,2.9211842031347,445025
AK,Alaska,2020-08-13,44,3978,721.2244498351953,82,14.8668690011277,551562
AL,Alabama,2020-08-13,44,105557,2766.9816002027849,771,20.2103395677818,3814879
AR,Arkansas,2020-08-13,44,51766,2233.5565048892218,652,28.1319561331332,2317649
AZ,Arizona,2020-08-13,44,190794,3383.7836821654626,1351,23.9603538612616,5638481
CA,California,2020-08-13,44,593141,1937.2561817585726,7085,23.1402989302029,30617582
CO,Colorado,2020-08-13,44,52219,1160.6241708279463,463,10.2906794671162,4499217
CT,Connecticut,2020-08-13,44,50782,1789.4551749971017,76,2.6780865917014,2837847
DC,Delaware,2020-08-13,44,13024,1691.0069177555726,65,8.4394540582089,770192
DE,District of Columbia,2020-08-13,44,15967,2764.4607423028112,268,46.4004182963082,577581
FL,Florida,2020-08-13,44,549340,3184.9844339640144,6227,36.1031384393889,17247808
GA,Georgia,2020-08-13,44,228668,2818.3498649541717,2515,30.9975593889820,8113542
HI,Hawaii,2020-08-13,44,4312,386.3785434460808,354,31.7203164146365,1116004
IA,Iowa,2020-08-13,44,50336,2072.9511096358704,530,21.8266069633465,2428229
ID,Idaho,2020-08-13,44,26133,1951.8786075359409,538,40.1833195903393,1338864
IL,Illinois,2020-08-13,44,201727,2047.1697328156659,1834,18.6118332696363,9853946
IN,Indiana,2020-08-13,44,77565,1501.9620486634542,1043,20.1965630987686,5164245
KS,Kansas,2020-08-13,44,32547,1470.6759497240026,817,36.9171429294408,2213064
KY,Kentucky,2020-08-13,44,37686,1087.6812008305236,741,21.3865034711940,3464802
LA,Louisiana,2020-08-13,44,135439,3803.2227664887099,1135,31.8716015325326,3561164
MA,Massachusetts,2020-08-13,44,122319,2208.0425611264719,319,5.7584314538162,5539703
MD,Maryland,2020-08-13,44,98160,2083.6371440161342,776,16.4721110814641,4710993
ME,Maine,2020-08-13,44,4089,373.2985201347490,19,1.7345737056885,1095370
MI,Michigan,2020-08-13,44,99856,1273.1986182704308,1167,14.8796545778080,7842924
MN,Minnesota,2020-08-13,44,62993,1452.6314575778714,690,15.9115410558115,4336475
MO,Missouri,2020-08-13,44,63797,1338.3490918412878,1267,26.5794363271457,4766843
MS,Mississippi,2020-08-13,44,69986,3072.8417969007265,612,26.8707910111057,2277566
MT,Montana,2020-08-13,44,5407,643.5449124602768,139,16.5438769802069,840190
NC,North Carolina,2020-08-13,44,140824,1720.0153065044461,1763,21.5331689581842,8187369
ND,North Dakota,2020-08-13,44,8155,1401.4652228682004,200,34.3706982922919,581891
NE,Nebraska,2020-08-13,44,29244,2005.3019404333987,214,14.6742790060439,1458334
NH,New Hampshire,2020-08-13,44,6921,626.6422082143459,34,3.0784330413651,1104458
NJ,New Jersey,2020-08-13,44,186594,2687.2757291162006,656,9.4475324946152,6943612
NM,New Mexico,2020-08-13,44,22987,1418.0831355633683,171,10.5491023700934,1620991
NV,Nevada,2020-08-13,44,58650,2456.5270111165701,602,25.2144801482042,2387517
NY,New York,2020-08-13,44,423440,2745.1073440438159,737,4.7778767064054,15425262
OH,Ohio,2020-08-13,44,105426,1157.1184582817341,1178,12.9293110224791,9111081
OK,Oklahoma,2020-08-13,44,46103,1534.3459801586364,705,23.4629832334520,3004733
OR,Oregon,2020-08-13,44,22300,665.4382418107082,278,8.2955978127075,3351175
PA,Pennsylvania,2020-08-13,44,122121,1201.1063621528308,991,9.7468609403252,10167376
RI,Rhode Island,2020-08-13,44,20240,2367.6225279751446,111,12.9844911366226,854866
SC,South Carolina,2020-08-13,44,103909,2573.5777632419417,935,23.1577169314613,4037531
SD,South Dakota,2020-08-13,44,9897,1482.5678068422519,82,12.2835768577412,667558
TN,Tennessee,2020-08-13,44,128511,2416.0185805065986,2118,39.8185941554651,5319123
TX,Texas,2020-08-13,44,513575,2378.0946080423610,6755,31.2788377108040,21596071
UT,Utah,2020-08-13,44,45424,1996.8577098208437,334,14.6827772780944,2274774
VA,Virginia,2020-08-13,44,103622,1552.4660316590885,1101,16.4951950440703,6674671
VT,Vermont,2020-08-13,44,1484,290.9895212398820,6,1.1765074982745,509984
WA,Washington,2020-08-13,44,67611,1135.9695636570387,606,10.1817390006976,5951832
WI,Wisconsin,2020-08-13,44,67622,1484.2936654669603,968,21.2474678088790,4555837
WV,West Virginia,2020-08-13,44,8151,568.9734604699214,143,9.9819905345600,1432580
WY,Wyoming,2020-08-13,44,3119,700.8595022751531,33,7.4153137464187,445025
AK,Alaska,2020-08-14,45,4078,739.3547778853511,100,18.1303280501557,551562
AL,Alabama,2020-08-14,45,106309,2786.6938898979496,752,19.7122896951646,3814879
AR,Arkansas,2020-08-14,45,52392,2260.5666345507883,626,27.0101296615665,2317649
AZ,Arizona,2020-08-14,45,191721,3400.2242802627161,927,16.4405980972535,5638481
CA,California,2020-08-14,45,601075,1963.1693972437144,7934,25.9132154851418,30617582
CO,Colorado,2020-08-14,45,52538,1167.7142933981624,319,7.0901225702161,4499217
CT,Connecticut,2020-08-14,45,50897,1793.5075428661235,115,4.0523678690218,2837847
DC,Delaware,2020-08-14,45,13118,1703.2116667012901,94,12.2047489457174,770192
DE,District of Columbia,2020-08-14,45,16340,2829.0404289614790,373,64.5796866586678,577581
FL,Florida,2020-08-14,45,557337,3231.3497460083044,7997,46.3653120442899,17247808
GA,Georgia,2020-08-14,45,231895,2858.1228765439311,3227,39.7730115897594,8113542
HI,Hawaii,2020-08-14,45,4312,386.3785434460808,354,31.7203164146365,1116004
IA,Iowa,2020-08-14,45,50932,2097.4957469003129,596,24.5446372644425,2428229
ID,Idaho,2020-08-14,45,26631,1989.0743197217940,498,37.1957121858531,1338864
IL,Illinois,2020-08-14,45,204023,2070.4700431684931,2296,23.3003103528272,9853946
IN,Indiana,2020-08-14,45,78632,1522.6233457165568,1067,20.6612970531026,5164245
KS,Kansas,2020-08-14,45,33885,1531.1351140319485,1338,60.4591643079459,2213064
KY,Kentucky,2020-08-14,45,38298,1105.3445478269754,612,17.6633469964517,3464802
LA,Louisiana,2020-08-14,45,136737,3839.6715231312009,1298,36.4487566424911,3561164
MA,Massachusetts,2020-08-14,45,122531,2211.8694810895097,212,3.8269199630377,5539703
MD,Maryland,2020-08-14,45,98875,2098.8144113141327,715,15.1772672979985,4710993
ME,Maine,2020-08-14,45,4115,375.6721473109543,26,2.3736271762053,1095370
MI,Michigan,2020-08-14,45,100724,1284.2659191903428,868,11.0673009199120,7842924
MN,Minnesota,2020-08-14,45,63723,1469.4654068108314,730,16.8339492329600,4336475
MO,Missouri,2020-08-14,45,65270,1369.2500466241494,1473,30.9009547828615,4766843
MS,Mississippi,2020-08-14,45,70930,3114.2895529701444,944,41.4477560694180,2277566
MT,Montana,2020-08-14,45,5541,659.4936859519871,134,15.9487734917102,840190
NC,North Carolina,2020-08-14,45,142170,1736.4552642002577,1346,16.4399576958117,8187369
ND,North Dakota,2020-08-14,45,8307,1427.5869535703422,152,26.1217307021418,581891
NE,Nebraska,2020-08-14,45,29660,2033.8276416787924,416,28.5257012453937,1458334
NH,New Hampshire,2020-08-14,45,6921,626.6422082143459,34,3.0784330413651,1104458
NJ,New Jersey,2020-08-14,45,187164,2695.4847131435339,570,8.2089840273333,6943612
NM,New Mexico,2020-08-14,45,23160,1428.7556192477318,173,10.6724836843635,1620991
NV,Nevada,2020-08-14,45,59749,2502.5580969685242,1099,46.0310858519541,2387517
NY,New York,2020-08-14,45,424167,2749.8203920296459,727,4.7130479858300,15425262
OH,Ohio,2020-08-14,45,106557,1169.5319139408375,1131,12.4134556591035,9111081
OK,Oklahoma,2020-08-14,45,46897,1560.7709570201412,794,26.4249768615048,3004733
OR,Oregon,2020-08-14,45,22613,674.7782494199796,313,9.3400076092714,3351175
PA,Pennsylvania,2020-08-14,45,122950,1209.2598916377244,829,8.1535294848936,10167376
RI,Rhode Island,2020-08-14,45,20335,2378.7353807497315,95,11.1128527745869,854866
SC,South Carolina,2020-08-14,45,104841,2596.6611773383288,932,23.0834140963871,4037531
SD,South Dakota,2020-08-14,45,10024,1501.5923709999730,127,19.0245641577211,667558
TN,Tennessee,2020-08-14,45,130458,2452.6223589866224,1947,36.6037784800239,5319123
TX,Texas,2020-08-14,45,520593,2410.5912598638891,7018,32.4966518215281,21596071
UT,Utah,2020-08-14,45,45976,2021.1238566996106,552,24.2661468787669,2274774
VA,Virginia,2020-08-14,45,104838,1570.6841580656185,1216,18.2181264065300,6674671
VT,Vermont,2020-08-14,45,1501,294.3229591516597,17,3.3334379117776,509984
WA,Washington,2020-08-14,45,68234,1146.4369289993400,623,10.4673653423013,5951832
WI,Wisconsin,2020-08-14,45,68681,1507.5385708487815,1059,23.2449053818212,4555837
WV,West Virginia,2020-08-14,45,8274,577.5593684122353,123,8.5859079423139,1432580
WY,Wyoming,2020-08-14,45,3183,715.2407168136622,64,14.3812145385091,445025
AK,Alaska,2020-08-15,46,4162,754.5842534474819,84,15.2294755621308,551562
AL,Alabama,2020-08-15,46,107580,2820.0108050609207,1271,33.3169151629711,3814879
AR,Arkansas,2020-08-15,46,51992,2243.3077657574551,626,27.0101296615665,2317649
AZ,Arizona,2020-08-15,46,192654,3416.7712899981396,933,16.5470097354234,5638481
CA,California,2020-08-15,46,613689,2004.3679478020178,12614,41.1985505583034,30617582
CO,Colorado,2020-08-15,46,52838,1174.3821202667042,300,6.6678268685418,4499217
CT,Connecticut,2020-08-15,46,50897,1793.5075428661235,115,4.0523678690218,2837847
DC,Delaware,2020-08-15,46,13159,1708.5350146456987,41,5.3233479444087,770192
DE,District of Columbia,2020-08-15,46,16396,2838.7360387547374,56,9.6956097932584,577581
FL,Florida,2020-08-15,46,563628,3267.8239460921643,6291,36.4742000838599,17247808
GA,Georgia,2020-08-15,46,235168,2898.4628415062127,3273,40.3399649622816,8113542
HI,Hawaii,2020-08-15,46,4543,407.0773939878352,231,20.6988505417543,1116004
IA,Iowa,2020-08-15,46,51793,2132.9536876464287,861,35.4579407461158,2428229
ID,Idaho,2020-08-15,46,27173,2029.5564000525819,542,40.4820803307879,1338864
IL,Illinois,2020-08-15,46,205851,2089.0209871253607,1828,18.5509439568676,9853946
IN,Indiana,2020-08-15,46,79676,1542.8392727300893,1044,20.2159270135325,5164245
KS,Kansas,2020-08-15,46,33885,1531.1351140319485,1338,60.4591643079459,2213064
KY,Kentucky,2020-08-15,46,38930,1123.5851283854027,632,18.2405805584273,3464802
LA,Louisiana,2020-08-15,46,136737,3839.6715231312009,1298,36.4487566424911,3561164
MA,Massachusetts,2020-08-15,46,122897,2218.4763334785276,366,6.6068523890180,5539703
MD,Maryland,2020-08-15,46,99693,2116.1780541809338,818,17.3636428668011,4710993
ME,Maine,2020-08-15,46,4144,378.3196545459525,29,2.6475072349982,1095370
MI,Michigan,2020-08-15,46,101782,1297.7557859798208,1058,13.4898667894780,7842924
MN,Minnesota,2020-08-15,46,64413,1485.3769478666428,690,15.9115410558115,4336475
MO,Missouri,2020-08-15,46,66397,1392.8925286610027,1127,23.6424820368533,4766843
MS,Mississippi,2020-08-15,46,71755,3150.5124330096252,825,36.2228800394807,2277566
MT,Montana,2020-08-15,46,5659,673.5381282805080,118,14.0444423285209,840190
NC,North Carolina,2020-08-15,46,143706,1755.2158697134574,1536,18.7606055131997,8187369
ND,North Dakota,2020-08-15,46,8430,1448.7249330201017,123,21.1379794497595,581891
NE,Nebraska,2020-08-15,46,29988,2056.3190599684297,328,22.4914182896374,1458334
NH,New Hampshire,2020-08-15,46,6980,631.9841949625970,59,5.3419867482512,1104458
NJ,New Jersey,2020-08-15,46,187442,2699.4883930726544,278,4.0036799291205,6943612
NM,New Mexico,2020-08-15,46,23302,1437.5156925609087,142,8.7600733131769,1620991
NV,Nevada,2020-08-15,46,60608,2538.5368983760116,859,35.9788014074874,2387517
NY,New York,2020-08-15,46,424901,2754.5788201198787,734,4.7584280902328,15425262
OH,Ohio,2020-08-15,46,107674,1181.7917105555312,1117,12.2597966146937,9111081
OK,Oklahoma,2020-08-15,46,47798,1590.7569824007657,901,29.9860253806245,3004733
OR,Oregon,2020-08-15,46,23018,686.8635627802189,405,12.0853133602393,3351175
PA,Pennsylvania,2020-08-15,46,123800,1217.6199640890629,850,8.3600724513385,10167376
RI,Rhode Island,2020-08-15,46,20439,2390.9010301029635,104,12.1656493532320,854866
SC,South Carolina,2020-08-15,46,105882,2622.4442611090788,1041,25.7830837707500,4037531
SD,South Dakota,2020-08-15,46,10118,1515.6735444710422,94,14.0811734710692,667558
TN,Tennessee,2020-08-15,46,131747,2476.8556771482818,1289,24.2333181616594,5319123
TX,Texas,2020-08-15,46,528838,2448.7695007114952,8245,38.1782408476060,21596071
UT,Utah,2020-08-15,46,46321,2036.2901984988399,345,15.1663417992293,2274774
VA,Virginia,2020-08-15,46,105750,1584.3477528705160,912,13.6635948048975,6674671
VT,Vermont,2020-08-15,46,1510,296.0877203990713,9,1.7647612474117,509984
WA,Washington,2020-08-15,46,68579,1152.2334635789451,345,5.7965345796051,5951832
WI,Wisconsin,2020-08-15,46,69547,1526.5471525868902,866,19.0085817381087,4555837
WV,West Virginia,2020-08-15,46,8457,590.3335241312876,183,12.7741557190523,1432580
WY,Wyoming,2020-08-15,46,3227,725.1278018088871,44,9.8870849952250,445025
AK,Alaska,2020-08-16,47,4263,772.8958847781392,101,18.3116313306573,551562
AL,Alabama,2020-08-16,47,108433,2842.3706230263135,853,22.3598179653929,3814879
AR,Arkansas,2020-08-16,47,52665,2272.3458125022383,673,29.0380467447832,2317649
AZ,Arizona,2020-08-16,47,193537,3432.4315360821469,883,15.6602460840074,5638481
CA,California,2020-08-16,47,621562,2030.0819313556505,7873,25.7139835536327,30617582
CO,Colorado,2020-08-16,47,53176,1181.8945385385946,338,7.5124182718904,4499217
CT,Connecticut,2020-08-16,47,50897,1793.5075428661235,115,4.0523678690218,2837847
DC,Delaware,2020-08-16,47,13220,1716.4551176849409,61,7.9201030392422,770192
DE,District of Columbia,2020-08-16,47,16451,2848.2585126588305,55,9.5224739040931,577581
FL,Florida,2020-08-16,47,567375,3289.5484458083021,3747,21.7244997161378,17247808
GA,Georgia,2020-08-16,47,237030,2921.4121280200435,1862,22.9492865138308,8113542
